speaker,timestamp,words,tags
Claude Sitton,0:02,"Today is September the 24th, 2015. An interview is being conducted at the History Museum of Burke County. And how are you today?",
Andrea Lytle,,I’m great. How are you?,
Claude,,Fine.,
Andrea,,Good.,
Claude,0:05,"I would like for you to tell us a little bit about yourself, where you grew up, and a little bit about your family.",
Andrea,0:51,"Okay. My name is Andrea Chambers Lytle, and I grew up here in Burke County. I lived on West Concord Street in Morganton for most of my life, up until about 1971, and my family built a home out on Rockyford St, where we moved. I am the middle of seven children, three younger and three older. All my siblings live here in Burke County, except for two","my older sister lives in Caldwell County, and my baby brother lives in Denver, Colorado. I went to school at Morganton High School, graduated, went off to college, then got a graduate assistantship, went to Illinois State, and went to school there. Then, upon leaving there, I lived in Chicago, Illinois for 15 years before I came back home."
Claude,18:36,And what are you doing now?,
Andrea,21:07,"Now I work at Blue Ridge Community Action. Been there 27 years, and I'm a case manager. I work with families to help them become self-sufficient, moving them out of poverty. I also work with the Circles Program and I'm dedicated to my church and I'm a church person, and I just love people.",
Claude,,"Well, we were conducting interviews about desegregation or integration time here in Burke County, particularly the school systems. So if you will, locate us in, within your life situation as to where you were and what you did and where you went during that period of time.",
Andrea,29:36,"Okay. I started elementary school at Mountain View Elementary, and then in 1965 they integrated the schools. And when they integrated the schools, they came to my parents and told them, “Well, your younger siblings will go to Forest Hill.” And my older brother and sister was in junior high and high school. And then the day came when my mother said, “Well, you don't get to go to Varsity with your siblings.” And I'm saying, “Why? That school is right here in the neighborhood.” So I had to go across town. And they put me in a special ed class, and I couldn't understand it. I know that in elementary school I was somewhat shy, more introvert because of the way the teachers was trying to correct me with my left hand and took that out on me in a sense. And then, when I went to Central, they put me and a young man named Bobby Forney–they placed us in a special ed class. There was only four blacks in the whole school, and that was Beverly Forney at the time—she's Beverly Colton–her sister Marilyn Forney—I don't know what her marriage name is. But Bobby and I was placed in a special ed classroom with developmentally-handicapped children. And to me it seemed as though we were in there to assist the teacher in helping take care of those children.",
,,"So, while in that class, I would have the psychologist from the school come along and say, “Well, we need to do some tests with you.” Well, they gave me the inkblot test, and I took that twice within that first year. That second year, they came to me and they said, “We need to test you again.” So they test me, and then a week later the psychologist met with me again, and she said, “We made a mistake.” And I said, “You made a mistake? So what are you going to do?” And she said, “Well, we have to talk to the school system, and we'll get with your parents and get back with you.” Well, they talked to my parents. And, they came back to me and they said, “Well, we're going to put you back in the fifth grade.” And I'm saying, “I completed the fifth grade, so why are you going to put me back in a grade that I've already completed?” They said, “Well, half of the school year has gone by. And so, therefore, we're going to let you go to Forest Hill with your other siblings.” I said, “But that's putting me back in the grade with my two younger siblings. Why would you do that?” They said, “Well, once again, the school year is halfway over, so we're going to put you back in the fifth grade.”",
,29:36,"So, I went on from the fifth grade, and I felt that I was dealt a wrong hand then, and as I went on through school, I went from fifth grade to junior high school. And junior high school, during the segregation time, the kids always, you know, picked on me. They called me retard, even my brothers and sisters, you know, because I was in special ed. And that hurt. It hurt a whole lot. And then, I went from there to being called the n-word in school by not all the white folks, but some certain ones. And I became defensive and I fought. I fought, you know; I got angry, and I fought. And then in ninth grade, which was over at West Concord, as we were walking back home from junior high school, the ninth graders from the old Olive Hill School would be coming across the hill, and me and Candace and [Reveille ?] would be walking home from school, and they would take over the sidewalk and push us out in the street. And they wouldn't let us walk on the same sidewalk.",
Claude,,You're talking about the white students?,
Andrea,,"Yes, the white students would push us off on the street. So, one day I told my friends, I said, “You know,” I said, “Enough is enough. We, you know, we got to take back what's ours.” So, this one guy, he was the ringleader. I said, “I'll take care of him, and you all take care of the rest of them.” So we fought our way, and so we earned our respect, and we were able to walk home from that point.",
